rank,country_full,country_abrv,total_points,previous_points,rank_change,cur_year_avg,rank_date
53,Nigeria,NGA,600.59,601,4,259.01,2015-08-06
54,Korea Republic,KOR,599.17,608,-2,368.49,2015-08-06
55,Jamaica,JAM,596.44,437,21,433.57,2015-08-06
56,Trinidad and Tobago,TRI,595.24,543,8,398.3,2015-08-06
56,Japan,JPN,594.86,621,-6,318.72,2015-08-06
58,Paraguay,PAR,588.05,603,-2,308.03,2015-08-06
59,Congo DR,COD,555.03,555,1,377.55,2015-08-06
60,Guinea,GUI,551.58,591,-2,320.12,2015-08-06
61,Australia,AUS,550.91,559,-2,364.41,2015-08-06
62,Equatorial Guinea,EQG,546.23,546,1,396.56,2015-08-06
63,Mali,MLI,544.78,550,-2,278.09,2015-08-06
64,Gabon,GAB,544.35,524,1,362.88,2015-08-06
65,Panama,PAN,528.22,549,-3,278.89,2015-08-06
66,Serbia,SRB,522.66,662,-23,168.42,2015-08-06
67,Bolivia,BOL,514.9,511,-1,282.8,2015-08-06
68,Norway,NOR,494.98,495,-1,255.81,2015-08-06
69,Bulgaria,BUL,489.06,489,-1,277.91,2015-08-06
70,United Arab Emirates,UAE,484.32,487,-1,245.05,2015-08-06
71,Burkina Faso,BFA,481.56,481,1,240.77,2015-08-06
72,South Africa,RSA,477.93,483,-2,266.31,2015-08-06
73,Zambia,ZAM,464.74,482,-2,268.71,2015-08-06
74,Uganda,UGA,462.92,467,-1,268.42,2015-08-06
75,Faroe Islands,FRO,455.95,456,-1,441.79,2015-08-06
76,Uzbekistan,UZB,452.31,453,-1,181.07,2015-08-06
77,Montenegro,MNE,422.9,423,4,181.74,2015-08-06
78,Estonia,EST,420.41,420,4,246.33,2015-08-06
79,China PR,CHN,415.5,436,-2,253.36,2015-08-06
80,Togo,TOG,414.98,415,3,212.97,2015-08-06
81,Honduras,HON,408.74,427,-1,105.46,2015-08-06
82,Cyprus,CYP,390.79,391,3,298.06,2015-08-06
82,Morocco,MAR,390.52,394,2,210.09,2015-08-06
84,Haiti,HAI,386.63,428,-5,245.61,2015-08-06
85,Iraq,IRQ,386.12,382,1,205.01,2015-08-06
86,Latvia,LVA,376.61,377,1,210.19,2015-08-06
87,Sudan,SDN,374.8,371,3,255,2015-08-06
88,Armenia,ARM,372.8,373,1,58.69,2015-08-06
89,Angola,ANG,371.46,355,3,165.94,2015-08-06
89,Finland,FIN,371.05,371,1,103.95,2015-08-06
91,Rwanda,RWA,369.41,433,-13,202.05,2015-08-06
92,Jordan,JOR,357.45,355,0,102.61,2015-08-06
93,Saudi Arabia,KSA,350.74,355,-1,160.94,2015-08-06
94,Libya,LBY,345.36,345,2,112.37,2015-08-06
95,Qatar,QAT,344.45,345,1,175.53,2015-08-06
96,Belarus,BLR,341.31,341,4,176.85,2015-08-06
97,Mozambique,MOZ,338.74,354,-2,193.6,2015-08-06
98,Malawi,MWI,335.28,302,10,196.99,2015-08-06
99,Ethiopia,ETH,329.84,333,2,185.13,2015-08-06
99,Oman,OMA,329.53,329,3,100.8,2015-08-06
101,Canada,CAN,323.34,328,2,193.85,2015-08-06
102,Niger,NIG,311.54,345,-6,192.31,2015-08-06
103,FYR Macedonia,MKD,310.72,311,2,95.18,2015-08-06
104,Sierra Leone,SLE,303.68,300,7,37.31,2015-08-06
105,Antigua and Barbuda,ATG,303.41,303,2,232.51,2015-08-06
106,Azerbaijan,AZE,301.73,302,2,98.01,2015-08-06
107,Lithuania,LTU,301.06,301,3,155.82,2015-08-06
108,Zimbabwe,ZIM,299.36,290,4,135.76,2015-08-06
108,Guatemala,GUA,299.13,311,-3,190.45,2015-08-06
110,El Salvador,SLV,289.11,374,-22,173.33,2015-08-06
111,Namibia,NAM,284.49,276,3,140.17,2015-08-06
112,Bahrain,BHR,281.94,282,1,131.81,2015-08-06
113,Mauritania,MTN,273.03,224,15,163.2,2015-08-06
114,Benin,BEN,268.53,345,-18,63.75,2015-08-06
115,St Vincent and the Grenadines,VIN,268.36,268,0,161.85,2015-08-06
116,Kenya,KEN,265.74,263,0,108.01,2015-08-06
117,Syria,SYR,259.16,262,0,182.39,2015-08-06
118,Palestine,PLE,254.87,255,1,73.23,2015-08-06
119,St Kitts and Nevis,SKN,254.32,254,1,199.33,2015-08-06
119,Cuba,CUB,253.65,313,-15,143.13,2015-08-06
121,Botswana,BOT,253.17,254,-1,80.72,2015-08-06
122,Madagascar,MAD,251.37,250,0,167.09,2015-08-06
123,Belize,BLZ,242,257,-5,183.36,2015-08-06
124,Korea DPR,PRK,240.07,222,5,149.72,2015-08-06
125,Philippines,PHI,239.17,236,-1,123.61,2015-08-06
126,Kuwait,KUW,237.37,242,-3,100.38,2015-08-06
127,Moldova,MDA,235.68,236,-3,82.5,2015-08-06
128,Lesotho,LES,229.02,217,3,69.79,2015-08-06
129,Dominican Republic,DOM,224.12,227,-3,106.46,2015-08-06
130,Lebanon,LIB,223.42,218,0,80.75,2015-08-06
131,St Lucia,LCA,220.07,225,-4,116.52,2015-08-06
132,Swaziland,SWZ,218.41,206,6,155.82,2015-08-06
132,Burundi,BDI,217.8,217,-1,105.4,2015-08-06
134,Afghanistan,AFG,212.14,212,0,97.75,2015-08-06
135,Bermuda,BER,209.35,209,1,153.91,2015-08-06
135,New Zealand,NZL,208.76,209,1,19.04,2015-08-06
137,Aruba,ARU,200.86,211,-2,86.7,2015-08-06
138,Barbados,BRB,197.82,198,3,151.07,2015-08-06
139,Thailand,THA,197.07,199,1,134.25,2015-08-06
140,Tanzania,TAN,193.95,200,-1,50.54,2015-08-06
141,Kazakhstan,KAZ,192.63,193,1,89.97,2015-08-06
142,Gambia,GAM,191.44,188,1,120.96,2015-08-06
142,Guinea-Bissau,GNB,191.16,213,-9,81.26,2015-08-06
144,Nicaragua,NCA,188.24,188,-1,141.67,2015-08-06
145,Luxembourg,LUX,186.98,187,1,44.06,2015-08-06
146,Guam,GUM,185.16,163,8,129.63,2015-08-06
147,Liechtenstein,LIE,181.6,182,0,147.4,2015-08-06
148,Curaçao,CUW,172.88,174,1,144.03,2015-08-06
149,Turkmenistan,TKM,172.04,167,3,67.58,2015-08-06
150,Puerto Rico,PUR,169.46,169,0,101.86,2015-08-06
151,Hong Kong,HKG,168.14,163,3,104.55,2015-08-06
152,Guyana,GUY,166.52,155,7,103.7,2015-08-06
153,Vietnam,VIE,166.29,188,-10,77.86,2015-08-06
154,Georgia,GEO,165.49,165,-1,23.34,2015-08-06
155,Singapore,SIN,161.65,169,-5,96.95,2015-08-06
156,Kyrgyz Republic,KGZ,159.82,160,1,63.75,2015-08-06
156,India,IND,159.8,161,0,85,2015-08-06
158,Tajikistan,TJK,159.19,181,-10,57.8,2015-08-06
159,Malta,MLT,156.97,157,-1,73.1,2015-08-06
160,Grenada,GRN,152.55,153,0,64.35,2015-08-06
161,Liberia,LBR,150.46,152,0,26.35,2015-08-06
162,Myanmar,MYA,141.99,145,0,80.23,2015-08-06
163,Timor-Leste,TLS,130.44,130,2,114.96,2015-08-06
164,Bhutan,BHU,127.5,128,2,127.5,2015-08-06
165,Suriname,SUR,124.48,141,-2,21.25,2015-08-06
165,Indonesia,IDN,124.37,134,-1,67.43,2015-08-06
167,New Caledonia,NCL,117.98,118,0,0,2015-08-06
168,Malaysia,MAS,116.14,117,0,48.24,2015-08-06
169,Central African Republic,CTA,110.56,111,1,0,2015-08-06
170,Bangladesh,BAN,102.35,115,-1,67.09,2015-08-06
171,Pakistan,PAK,101.39,101,1,50.83,2015-08-06
172,Chad,CHA,100.12,100,1,0,2015-08-06
173,Dominica,DMA,97.59,98,1,65.22,2015-08-06
174,Yemen,YEM,96.4,104,-3,71.23,2015-08-06
175,Maldives,MDV,89.59,87,1,0,2015-08-06
176,US Virgin Islands,VIR,87.98,97,-1,87.98,2015-08-06
177,Laos,LAO,85.63,86,0,45.51,2015-08-06
178,Montserrat,MSR,74.05,74,0,21.25,2015-08-06
179,Chinese Taipei,TPE,72.1,72,0,40.33,2015-08-06
180,Cambodia,CAM,66.36,66,1,66.36,2015-08-06
181,Mauritius,MRI,62.71,71,-1,37.08,2015-08-06
182,Sri Lanka,SRI,61.7,62,1,24.29,2015-08-06
183,Brunei Darussalam,BRU,61.02,61,1,45.54,2015-08-06
184,Nepal,NEP,56.82,60,1,21.25,2015-08-06
185,Seychelles,SEY,56.25,52,1,22.29,2015-08-06
186,Comoros,COM,49.86,51,1,13.77,2015-08-06
186,Tahiti,TAH,49.55,50,2,0,2015-08-06
188,Macau,MAC,49.07,66,-7,29.92,2015-08-06
189,São Tomé e Príncipe,STP,48.02,48,0,0,2015-08-06
189,Cayman Islands,CAY,47.78,48,0,42.5,2015-08-06
191,Solomon Islands,SOL,47.11,44,0,0,2015-08-06
192,San Marino,SMR,39.6,40,0,39.6,2015-08-06
193,Turks and Caicos Islands,TCA,33,33,0,0,2015-08-06
194,British Virgin Islands,VGB,26.53,27,0,21.25,2015-08-06
195,South Sudan,SSD,22.45,24,0,0,2015-08-06
196,Vanuatu,VAN,20.06,17,1,0,2015-08-06
197,Samoa,SAM,18.59,19,-1,0,2015-08-06
198,Tonga,TGA,17,17,-1,0,2015-08-06
198,Fiji,FIJ,17,16,1,0,2015-08-06
200,American Samoa,ASA,12.14,12,1,0,2015-08-06
201,Papua New Guinea,PNG,9.21,9,1,0,2015-08-06
201,Andorra,AND,8.53,9,1,0,2015-08-06
203,Eritrea,ERI,7.57,8,1,0,2015-08-06
204,Mongolia,MNG,6.45,6,1,0,2015-08-06
204,Somalia,SOM,5.59,6,1,0,2015-08-06
206,Djibouti,DJI,4.3,4,1,0,2015-08-06
206,Cook Islands,COK,3.54,4,1,0,2015-08-06
208,Bahamas,BAH,0,13,-8,0,2015-08-06
208,Anguilla,AIA,0,0,1,0,2015-08-06
1,Argentina,ARG,1441.79,1425,0,599.7,2015-09-03
2,Belgium,BEL,1268.57,1244,0,530.35,2015-09-03
3,Germany,GER,1248.04,1226,0,357.08,2015-09-03
4,Colombia,COL,1223.54,1218,0,442.63,2015-09-03
5,Brazil,BRA,1208.79,1186,0,558.94,2015-09-03
6,Portugal,POR,1185.95,1177,0,600.93,2015-09-03
7,Romania,ROU,1175.75,1166,0,786.91,2015-09-03
8,Chile,CHI,1148.8,1124,2,579.37,2015-09-03
9,Wales,WAL,1145.58,1155,0,817.58,2015-09-03
10,England,ENG,1142.82,1157,-2,705.38,2015-09-03
11,Spain,ESP,1121.65,1110,0,481.99,2015-09-03
12,Netherlands,NED,1053.99,1032,0,308.58,2015-09-03
13,Austria,AUT,1038.24,1016,1,698.57,2015-09-03
14,Croatia,CRO,1037.35,1023,-1,546.05,2015-09-03
15,Slovakia,SVK,1013.34,1016,-1,737.88,2015-09-03
16,Italy,ITA,1012.06,1001,0,469.01,2015-09-03
17,Switzerland,SUI,1011.45,997,0,367.14,2015-09-03
18,Uruguay,URU,1001.71,988,0,340.67,2015-09-03
19,Algeria,ALG,954.98,941,0,484.6,2015-09-03
20,Czech Republic,CZE,940.16,933,0,593.07,2015-09-03
21,Côte d'Ivoire,CIV,923.91,912,0,492.15,2015-09-03
22,Denmark,DEN,900.76,876,3,474.54,2015-09-03
23,Iceland,ISL,893.65,877,1,571.49,2015-09-03
24,France,FRA,893.18,882,-1,288.09,2015-09-03
25,Albania,ALB,877.59,888,-3,664.86,2015-09-03
26,Mexico,MEX,847.89,838,0,375.76,2015-09-03
27,Ghana,GHA,826.77,827,0,488.33,2015-09-03
28,USA,USA,822.57,816,1,336.44,2015-09-03
29,Ukraine,UKR,812.47,791,1,323.14,2015-09-03
30,Bosnia and Herzegovina,BIH,810.61,819,-2,348.6,2015-09-03
31,Scotland,SCO,788.8,774,1,389.89,2015-09-03
32,Russia,RUS,780.24,782,-1,322.79,2015-09-03
33,Tunisia,TUN,774.32,768,1,454.98,2015-09-03
34,Ecuador,ECU,764.18,758,2,265.93,2015-09-03
34,Poland,POL,764.09,769,-1,524.06,2015-09-03
36,Sweden,SWE,756.27,752,1,404.51,2015-09-03
37,Hungary,HUN,740.15,763,-2,432.75,2015-09-03
38,Senegal,SEN,734.09,722,1,501.93,2015-09-03
39,Costa Rica,CRC,730.69,728,-1,210.8,2015-09-03
40,IR Iran,IRN,716.13,718,1,437.18,2015-09-03
41,Northern Ireland,NIR,686.61,721,-1,556.12,2015-09-03
42,Congo,CGO,671.5,666,1,450.08,2015-09-03
42,Cameroon,CMR,670.79,667,0,407.09,2015-09-03
44,Greece,GRE,656.59,661,0,110.2,2015-09-03
45,Slovenia,SVN,653.12,626,1,312.78,2015-09-03
46,Israel,ISR,635.13,620,1,419.51,2015-09-03
46,Turkey,TUR,634.73,627,-1,285.17,2015-09-03
48,Peru,PER,628.06,612,1,379.19,2015-09-03
49,Egypt,EGY,618.55,606,3,278.38,2015-09-03
50,Venezuela,VEN,612.5,617,-2,262.14,2015-09-03
51,Republic of Ireland,IRL,604.72,608,-1,393.74,2015-09-03
52,Jamaica,JAM,601.66,596,3,433.57,2015-09-03
53,Nigeria,NGA,599,601,0,259.01,2015-09-03
54,Trinidad and Tobago,TRI,593.91,595,2,398.3,2015-09-03
55,Paraguay,PAR,591.87,588,3,308.03,2015-09-03
56,Cape Verde Islands,CPV,588.77,608,-6,399.86,2015-09-03
57,Korea Republic,KOR,573.66,599,-3,339.54,2015-09-03
58,Japan,JPN,569.51,595,-2,294.57,2015-09-03
59,Panama,PAN,550.69,528,6,300.3,2015-09-03
60,Mali,MLI,550.28,545,3,278.09,2015-09-03
61,Australia,AUS,547.63,551,0,364.41,2015-09-03
62,Equatorial Guinea,EQG,546.23,546,0,396.56,2015-09-03
63,Gabon,GAB,535.42,544,1,362.88,2015-09-03
63,Guinea,GUI,535.04,552,-3,320.12,2015-09-03
65,Congo DR,COD,529.43,555,-6,377.55,2015-09-03
66,Serbia,SRB,528.25,523,0,168.42,2015-09-03
67,Bolivia,BOL,520.58,515,0,282.8,2015-09-03
68,Bulgaria,BUL,502.53,489,1,277.91,2015-09-03
69,Norway,NOR,495.76,495,-1,270.44,2015-09-03
70,United Arab Emirates,UAE,483.58,484,0,251.15,2015-09-03
71,Uganda,UGA,477.53,463,3,289.07,2015-09-03
72,South Africa,RSA,468.55,478,0,266.31,2015-09-03
73,Burkina Faso,BFA,467.73,482,-2,229.53,2015-09-03
74,Zambia,ZAM,464.3,465,-1,268.71,2015-09-03
75,Faroe Islands,FRO,458.79,456,0,441.79,2015-09-03
76,Uzbekistan,UZB,453.28,452,0,184.85,2015-09-03
77,Montenegro,MNE,429.78,423,0,181.74,2015-09-03
78,Rwanda,RWA,426.2,369,13,253.56,2015-09-03
79,Togo,TOG,417.95,415,1,212.97,2015-09-03
80,Estonia,EST,405.19,420,-2,246.33,2015-09-03
81,Honduras,HON,403.8,409,0,105.46,2015-09-03
82,Iraq,IRQ,399.33,386,3,203.45,2015-09-03
83,Armenia,ARM,393.93,373,5,58.69,2015-09-03
84,China PR,CHN,393.34,416,-5,242.15,2015-09-03
85,Morocco,MAR,391.22,391,-3,210.09,2015-09-03
86,Cyprus,CYP,386.27,391,-4,298.06,2015-09-03
87,Haiti,HAI,385.38,387,-3,245.61,2015-09-03
88,Angola,ANG,381.11,371,1,165.94,2015-09-03
89,Sudan,SDN,377.14,375,-2,255,2015-09-03
90,Latvia,LVA,365.53,377,-4,210.19,2015-09-03
91,Jordan,JOR,355.73,357,1,102.61,2015-09-03
92,Finland,FIN,351.08,371,-3,103.95,2015-09-03
93,Saudi Arabia,KSA,349.52,351,0,160.94,2015-09-03
94,Qatar,QAT,347.41,344,1,173.25,2015-09-03
95,Mozambique,MOZ,340.14,339,2,193.6,2015-09-03
96,Malawi,MWI,336.15,335,2,196.99,2015-09-03
97,Belarus,BLR,335.48,341,-1,176.85,2015-09-03
98,Libya,LBY,333.46,345,-4,112.37,2015-09-03
98,Guatemala,GUA,332.79,299,10,194.42,2015-09-03
100,Oman,OMA,329.32,330,-1,102.38,2015-09-03
101,Niger,NIG,326.37,312,1,172.93,2015-09-03
102,Canada,CAN,319.42,323,-1,193.85,2015-09-03
103,Ethiopia,ETH,313.01,330,-4,168.3,2015-09-03
104,FYR Macedonia,MKD,305.19,311,-1,95.18,2015-09-03
105,Antigua and Barbuda,ATG,304.21,303,0,232.51,2015-09-03
105,Sierra Leone,SLE,303.68,304,-1,37.31,2015-09-03
107,El Salvador,SLV,299.73,289,3,172.43,2015-09-03
108,Zimbabwe,ZIM,298.49,299,0,135.76,2015-09-03
109,Lithuania,LTU,293.9,301,-2,155.82,2015-09-03
110,Azerbaijan,AZE,291.32,302,-4,93.12,2015-09-03
111,Namibia,NAM,284.49,284,0,140.17,2015-09-03
112,Bahrain,BHR,280.58,282,0,131.81,2015-09-03
113,Cuba,CUB,279.67,254,6,169.15,2015-09-03
114,Mauritania,MTN,273.03,273,-1,163.2,2015-09-03
115,Benin,BEN,268.53,269,-1,63.75,2015-09-03
116,Kenya,KEN,268.49,266,0,108.01,2015-09-03
116,St Vincent and the Grenadines,VIN,268.17,268,-1,153.46,2015-09-03
118,Botswana,BOT,266.22,253,3,80.72,2015-09-03
119,Palestine,PLE,256.17,255,-1,73.23,2015-09-03
119,St Kitts and Nevis,SKN,256.08,254,0,199.33,2015-09-03
121,Madagascar,MAD,251.37,251,1,167.09,2015-09-03
121,Syria,SYR,251.16,259,-4,182.39,2015-09-03
123,Dominican Republic,DOM,247.53,224,6,118.29,2015-09-03
124,Moldova,MDA,244.79,236,3,82.5,2015-09-03
125,Philippines,PHI,241.1,239,0,123.61,2015-09-03
126,Korea DPR,PRK,237.15,240,-2,138.76,2015-09-03
127,Kuwait,KUW,235.14,237,-1,100.38,2015-09-03
128,Lesotho,LES,227.47,229,0,69.79,2015-09-03
128,Belize,BLZ,227.13,242,-5,183.36,2015-09-03
130,Afghanistan,AFG,225.59,212,4,97.75,2015-09-03
131,St Lucia,LCA,222.01,220,0,116.52,2015-09-03
132,Bermuda,BER,220.44,209,3,153.91,2015-09-03
133,Lebanon,LIB,219.4,223,-3,70.66,2015-09-03
134,Burundi,BDI,217.8,218,-2,105.4,2015-09-03
135,Swaziland,SWZ,212.68,218,-3,155.82,2015-09-03
136,New Zealand,NZL,208.76,209,-1,19.04,2015-09-03
137,Thailand,THA,201.22,197,2,134.25,2015-09-03
137,Aruba,ARU,200.86,201,0,86.7,2015-09-03
139,Nicaragua,NCA,198.4,188,5,159.38,2015-09-03
140,Tanzania,TAN,194.52,194,0,50.54,2015-09-03
141,Luxembourg,LUX,193.58,187,4,44.06,2015-09-03
142,Guinea-Bissau,GNB,191.16,191,0,81.26,2015-09-03
143,Gambia,GAM,188.82,191,-1,120.96,2015-09-03
144,Barbados,BRB,185.71,198,-6,144.5,2015-09-03
145,Kazakhstan,KAZ,183.72,193,-4,76.89,2015-09-03
146,Guam,GUM,181.74,185,0,129.63,2015-09-03
147,Georgia,GEO,180.13,165,7,23.34,2015-09-03
148,Curaçao,CUW,178.09,173,0,144.03,2015-09-03
149,Turkmenistan,TKM,172.04,172,0,67.58,2015-09-03
150,Liechtenstein,LIE,171.1,182,-3,147.4,2015-09-03
151,Hong Kong,HKG,169.04,168,0,104.55,2015-09-03
152,Vietnam,VIE,166.29,166,1,77.86,2015-09-03
152,Puerto Rico,PUR,166.03,169,-2,101.86,2015-09-03
154,Guyana,GUY,164.54,167,-2,103.7,2015-09-03
155,Kyrgyz Republic,KGZ,159.82,160,1,63.75,2015-09-03
155,India,IND,159.61,160,1,85,2015-09-03
157,Singapore,SIN,159.46,162,-2,91.25,2015-09-03
158,Grenada,GRN,155.15,153,2,64.35,2015-09-03
158,Tajikistan,TJK,154.69,159,0,55.42,2015-09-03
160,Liberia,LBR,154.24,150,1,26.35,2015-09-03
160,Malta,MLT,153.86,157,-1,73.1,2015-09-03
162,Myanmar,MYA,141.99,142,0,80.23,2015-09-03
163,Timor-Leste,TLS,130.44,130,0,114.96,2015-09-03
164,Bhutan,BHU,127.5,128,0,127.5,2015-09-03
165,Indonesia,IDN,121.41,124,0,67.43,2015-09-03
166,New Caledonia,NCL,120.03,118,1,0,2015-09-03
166,Suriname,SUR,119.99,124,-1,21.25,2015-09-03
168,Central African Republic,CTA,118.46,111,1,0,2015-09-03
169,Malaysia,MAS,114.6,116,-1,50.89,2015-09-03
170,Pakistan,PAK,105.31,101,1,50.83,2015-09-03
171,Chad,CHA,100.12,100,1,0,2015-09-03
172,Dominica,DMA,97.59,98,1,65.22,2015-09-03
173,Bangladesh,BAN,95.19,102,-3,64.02,2015-09-03
174,Laos,LAO,91.94,86,3,51.82,2015-09-03
175,Yemen,YEM,89.92,96,-1,64.75,2015-09-03
176,US Virgin Islands,VIR,87.98,88,0,87.98,2015-09-03
177,Maldives,MDV,82.14,90,-2,0,2015-09-03
178,Montserrat,MSR,74.05,74,0,21.25,2015-09-03
179,Chinese Taipei,TPE,72.1,72,0,40.33,2015-09-03
180,Cambodia,CAM,66.05,66,0,66.05,2015-09-03
181,Fiji,FIJ,64.36,17,17,51,2015-09-03
182,Tahiti,TAH,61.1,50,4,0,2015-09-03
182,Brunei Darussalam,BRU,61.02,61,1,45.54,2015-09-03
184,Sri Lanka,SRI,58.66,62,-2,8.5,2015-09-03
185,Mauritius,MRI,55.83,63,-4,37.08,2015-09-03
185,Nepal,NEP,55.7,57,-1,21.25,2015-09-03
187,Macau,MAC,49.07,49,1,29.92,2015-09-03
187,Cayman Islands,CAY,48.84,48,2,42.5,2015-09-03
187,Solomon Islands,SOL,48.7,47,4,0,2015-09-03
190,Comoros,COM,48.43,50,-4,13.77,2015-09-03
190,São Tomé e Príncipe,STP,48.02,48,-1,0,2015-09-03
192,Seychelles,SEY,43,56,-7,10.44,2015-09-03
193,San Marino,SMR,39.6,40,-1,39.6,2015-09-03
194,Turks and Caicos Islands,TCA,33,33,-1,0,2015-09-03
195,British Virgin Islands,VGB,26.53,27,-1,21.25,2015-09-03
196,Samoa,SAM,24.79,19,1,0,2015-09-03
197,Vanuatu,VAN,22.98,20,-1,0,2015-09-03
198,South Sudan,SSD,22.45,22,-3,0,2015-09-03
199,Tonga,TGA,17,17,-1,0,2015-09-03
199,American Samoa,ASA,17,12,1,0,2015-09-03
201,Eritrea,ERI,7.57,8,2,0,2015-09-03
202,Mongolia,MNG,6.45,6,2,0,2015-09-03
202,Andorra,AND,5.92,9,-1,0,2015-09-03
202,Somalia,SOM,5.59,6,2,0,2015-09-03
205,Djibouti,DJI,4.3,4,1,0,2015-09-03
205,Cook Islands,COK,4.25,4,1,0,2015-09-03
205,Papua New Guinea,PNG,4.25,9,-4,0,2015-09-03
208,Anguilla,AIA,0,0,0,0,2015-09-03
208,Bahamas,BAH,0,0,0,0,2015-09-03
1,Argentina,ARG,1419.28,1442,0,557.25,2015-10-01
2,Germany,GER,1400.75,1248,1,508.36,2015-10-01
3,Belgium,BEL,1387.09,1269,-1,654.79,2015-10-01
4,Portugal,POR,1234.79,1186,2,670.77,2015-10-01
5,Colombia,COL,1227.66,1224,-1,455.3,2015-10-01
6,Spain,ESP,1223.38,1122,5,598.56,2015-10-01
7,Brazil,BRA,1204.37,1209,-2,544.58,2015-10-01
8,Wales,WAL,1195.41,1146,1,823.11,2015-10-01
9,Chile,CHI,1176.72,1149,-1,620.35,2015-10-01
10,England,ENG,1160.67,1143,0,692.9,2015-10-01
11,Austria,AUT,1099.62,1038,2,771.93,2015-10-01
12,Switzerland,SUI,1043.7,1011,5,445.51,2015-10-01
13,Romania,ROU,1041.93,1176,-6,613.68,2015-10-01
14,Netherlands,NED,1004.3,1054,-2,308.58,2015-10-01
15,Czech Republic,CZE,982.72,940,5,563.37,2015-10-01
16,Croatia,CRO,964.89,1037,-2,505.21,2015-10-01
17,Italy,ITA,962.22,1012,-1,436.49,2015-10-01
18,Slovakia,SVK,935.5,1013,-3,621.56,2015-10-01
19,Algeria,ALG,926.8,955,0,442.11,2015-10-01
20,Uruguay,URU,919.44,1002,-2,304.13,2015-10-01
21,Côte d'Ivoire,CIV,916.44,924,0,476.73,2015-10-01
22,France,FRA,899.14,893,2,311.45,2015-10-01
23,Iceland,ISL,881.53,894,0,545.41,2015-10-01
24,Ukraine,UKR,874.26,812,5,415.4,2015-10-01
25,Ghana,GHA,848.52,827,2,499.85,2015-10-01
26,Russia,RUS,845.37,780,6,406.84,2015-10-01
27,Mexico,MEX,842.27,848,-1,366.07,2015-10-01
28,Denmark,DEN,835.05,901,-6,425.04,2015-10-01
29,USA,USA,807.02,823,-1,317.94,2015-10-01
30,Bosnia and Herzegovina,BIH,787.17,811,0,376.45,2015-10-01
31,Ecuador,ECU,764.86,764,3,286.84,2015-10-01
32,Albania,ALB,754.9,878,-7,461.4,2015-10-01
33,Hungary,HUN,740.89,740,4,481.47,2015-10-01
34,Norway,NOR,738.68,496,35,532.79,2015-10-01
35,Northern Ireland,NIR,723.51,687,6,505.32,2015-10-01
36,Tunisia,TUN,722.25,774,-3,361.8,2015-10-01
37,Turkey,TUR,716.79,635,9,400.31,2015-10-01
38,Senegal,SEN,713.43,734,0,410.22,2015-10-01
39,IR Iran,IRN,703.03,716,1,417.97,2015-10-01
40,Scotland,SCO,701.74,789,-9,346.57,2015-10-01
41,Cape Verde Islands,CPV,701.26,589,15,378.65,2015-10-01
42,Costa Rica,CRC,691.38,731,-3,188.31,2015-10-01
43,Poland,POL,679.79,764,-9,458.56,2015-10-01
44,Greece,GRE,676.21,657,0,151.03,2015-10-01
45,Sweden,SWE,671.74,756,-9,339.62,2015-10-01
46,Slovenia,SVN,662,653,-1,377.03,2015-10-01
47,Israel,ISR,659.35,635,-1,420.13,2015-10-01
48,Cameroon,CMR,639.54,671,-6,333.72,2015-10-01
49,Congo,CGO,636.06,671,-7,337.64,2015-10-01
50,Peru,PER,623.33,628,-2,350.18,2015-10-01
51,Egypt,EGY,619.53,619,-2,353.02,2015-10-01
52,Nigeria,NGA,600.33,599,1,270.3,2015-10-01
53,Korea Republic,KOR,590.42,574,4,353.83,2015-10-01
54,Republic of Ireland,IRL,586.52,605,-3,342.39,2015-10-01
55,Guinea,GUI,582.24,535,8,303.06,2015-10-01
55,Japan,JPN,581.87,570,3,320.8,2015-10-01
57,Jamaica,JAM,575.71,602,-5,430.94,2015-10-01
58,Australia,AUS,567.14,548,3,388.64,2015-10-01
59,Trinidad and Tobago,TRI,564.03,594,-5,379.03,2015-10-01
60,Congo DR,COD,563.47,529,5,341.38,2015-10-01
61,Paraguay,PAR,551.81,592,-6,299.11,2015-10-01
62,Mali,MLI,545.78,550,-2,268.05,2015-10-01
63,Serbia,SRB,537.57,528,3,225.34,2015-10-01
64,Finland,FIN,533.61,351,28,282.98,2015-10-01
65,Gabon,GAB,529.05,535,-2,315.71,2015-10-01
65,Panama,PAN,528.81,551,-6,254.16,2015-10-01
67,Equatorial Guinea,EQG,510.42,546,-5,360.5,2015-10-01
67,Bolivia,BOL,509.79,521,0,318.15,2015-10-01
69,Venezuela,VEN,501.49,613,-19,274,2015-10-01
70,United Arab Emirates,UAE,490.91,484,0,265.6,2015-10-01
71,Zambia,ZAM,486.52,464,3,292.62,2015-10-01
72,Montenegro,MNE,469.54,430,5,182.22,2015-10-01
73,South Africa,RSA,465.12,469,-1,243.28,2015-10-01
74,Uzbekistan,UZB,464.49,453,2,194.83,2015-10-01
75,Uganda,UGA,455.06,478,-4,238.43,2015-10-01
76,Burkina Faso,BFA,426.82,468,-3,143.96,2015-10-01
77,Haiti,HAI,417.56,385,10,278.27,2015-10-01
78,Bulgaria,BUL,413.68,503,-10,125.3,2015-10-01
79,Togo,TOG,410.57,418,0,279.44,2015-10-01
80,Morocco,MAR,407.09,391,5,235.31,2015-10-01
81,China PR,CHN,405.34,393,3,246.6,2015-10-01
82,Guatemala,GUA,401.07,333,16,133.61,2015-10-01
