rank,country_full,country_abrv,total_points,previous_points,rank_change,cur_year_avg,rank_date
45,Venezuela,VEN,599.11,561,10,284.95,2013-02-14
46,Ukraine,UKR,596.64,595,-2,338.38,2013-02-14
47,Zambia,ZAM,591.31,646,-8,271.37,2013-02-14
48,Bulgaria,BUL,589.85,585,2,385.5,2013-02-14
49,Slovakia,SVK,589.43,595,-5,230.25,2013-02-14
50,Haiti,HAI,584.23,650,-12,345.4,2013-02-14
51,Central African Republic,CTA,581.08,581,0,442.54,2013-02-14
51,Honduras,HON,580.6,543,8,308.45,2013-02-14
53,Costa Rica,CRC,577.26,515,13,332.38,2013-02-14
54,Slovenia,SVN,573,591,-7,164.72,2013-02-14
55,Burkina Faso,BFA,570.57,389,37,337.95,2013-02-14
56,Jamaica,JAM,569.7,552,2,281.16,2013-02-14
57,Uzbekistan,UZB,556.69,555,-1,331.28,2013-02-14
58,IR Iran,IRN,543.07,537,2,242.98,2013-02-14
59,Poland,POL,528.42,555,-3,289.53,2013-02-14
60,South Africa,RSA,525.3,423,25,245.27,2013-02-14
61,Sierra Leone,SLE,516.96,526,1,269.75,2013-02-14
62,Libya,LBY,514.44,591,-15,229.33,2013-02-14
63,Cape Verde Islands,CPV,512.22,486,7,269.57,2013-02-14
64,Scotland,SCO,511.34,490,5,203.95,2013-02-14
65,Belarus,BLR,502.8,516,0,238.72,2013-02-14
66,Israel,ISR,495.5,454,10,162.25,2013-02-14
67,Togo,TOG,493.95,451,10,305.7,2013-02-14
68,Wales,WAL,493.07,435,13,184.5,2013-02-14
69,Georgia,GEO,491.4,481,3,267.31,2013-02-14
70,Egypt,EGY,489.85,566,-16,209.06,2013-02-14
71,Albania,ALB,489.34,518,-8,265.29,2013-02-14
72,Canada,CAN,485.42,517,-8,241.36,2013-02-14
73,Guinea,GUI,482.35,527,-12,229.19,2013-02-14
74,Morocco,MAR,481.2,461,0,222.31,2013-02-14
75,Gabon,GAB,478.15,588,-26,174.81,2013-02-14
76,Austria,AUT,470.02,492,-8,222.33,2013-02-14
77,Trinidad and Tobago,TRI,466.2,483,-6,267.48,2013-02-14
78,FYR Macedonia,MKD,464.94,436,2,297.5,2013-02-14
79,Cameroon,CMR,463.68,500,-12,221.99,2013-02-14
80,Armenia,ARM,462.49,457,-5,129.33,2013-02-14
81,El Salvador,SLV,434.08,374,15,146.01,2013-02-14
82,Senegal,SEN,425.7,439,-3,182.69,2013-02-14
82,Estonia,EST,426.21,433,1,129.48,2013-02-14
84,Uganda,UGA,423.64,435,-3,229.75,2013-02-14
85,Finland,FIN,413.79,431,-1,185.94,2013-02-14
86,Congo DR,COD,400.38,355,15,270.08,2013-02-14
87,Cuba,CUB,399.38,399,1,253.88,2013-02-14
88,Guatemala,GUA,394.49,412,-1,190.85,2013-02-14
89,Iraq,IRQ,391.83,392,0,163.04,2013-02-14
90,New Zealand,NZL,390.02,390,1,258.11,2013-02-14
91,Congo,CGO,387.67,325,18,290.37,2013-02-14
92,Jordan,JOR,386.39,375,3,160.85,2013-02-14
93,Benin,BEN,383.88,384,0,266.96,2013-02-14
94,Angola,ANG,380.92,443,-16,174,2013-02-14
95,Dominican Republic,DOM,378.04,378,-1,251.43,2013-02-14
96,China PR,CHN,375.04,415,-10,140.03,2013-02-14
97,Niger,NIG,373.83,371,0,220.71,2013-02-14
98,Iceland,ISL,369.78,392,-9,219.55,2013-02-14
99,United Arab Emirates,UAE,364.08,346,4,241.93,2013-02-14
100,Zimbabwe,ZIM,359.27,354,2,191.4,2013-02-14
101,Qatar,QAT,357.13,331,5,173.98,2013-02-14
102,Northern Ireland,NIR,354.05,367,-4,137.75,2013-02-14
102,Korea DPR,PRK,354.3,363,-3,204.32,2013-02-14
104,Sudan,SDN,343.15,361,-4,207.86,2013-02-14
104,Sudan,SDN,343.15,361,-4,207.86,2013-02-14
105,Oman,OMA,337.52,328,3,167.45,2013-02-14
106,New Caledonia,NCL,335.59,330,1,282.63,2013-02-14
107,Equatorial Guinea,EQG,334.52,469,-34,185.76,2013-02-14
108,Saudi Arabia,KSA,327.69,277,10,127.91,2013-02-14
109,Latvia,LVA,324.58,334,-5,93.1,2013-02-14
110,Kuwait,KUW,310.69,276,10,100.42,2013-02-14
110,Suriname,SUR,311.07,311,2,191.4,2013-02-14
112,Mozambique,MOZ,310.42,308,1,147.81,2013-02-14
113,Malawi,MWI,303.74,299,1,125.66,2013-02-14
114,Ethiopia,ETH,303.05,316,-4,196.08,2013-02-14
115,Burundi,BDI,301.48,334,-11,207.81,2013-02-14
116,Antigua and Barbuda,ATG,292.89,293,-1,96.09,2013-02-14
117,Lithuania,LTU,287.28,284,-1,99.28,2013-02-14
118,Azerbaijan,AZE,282.89,277,0,122.38,2013-02-14
119,Bahrain,BHR,280.32,282,-2,108.93,2013-02-14
119,Liberia,LBR,279.67,312,-8,161.04,2013-02-14
121,Turkmenistan,TKM,275.02,254,8,194.11,2013-02-14
122,St Kitts and Nevis,SKN,270.56,271,-1,124.08,2013-02-14
123,Namibia,NAM,267.51,259,3,141.85,2013-02-14
124,Guyana,GUY,266.9,267,-2,70.59,2013-02-14
125,St Vincent and the Grenadines,VIN,265.64,266,-2,179.92,2013-02-14
126,Kenya,KEN,264.01,256,1,148.89,2013-02-14
127,Tanzania,TAN,258.33,264,-3,152.74,2013-02-14
128,Botswana,BOT,254.21,264,-4,81.84,2013-02-14
129,Puerto Rico,PUR,248.34,248,2,104.61,2013-02-14
130,Rwanda,RWA,245.94,236,7,114.29,2013-02-14
131,Lebanon,LIB,241,253,-1,98.72,2013-02-14
132,Tajikistan,TJK,239.97,240,3,133.87,2013-02-14
132,Belize,BLZ,240.25,110,32,122.32,2013-02-14
134,Vietnam,VIE,238.78,242,0,66.09,2013-02-14
135,Cyprus,CYP,231.75,248,-4,98.75,2013-02-14
135,São Tomé e Príncipe,STP,231.77,243,-2,175.44,2013-02-14
137,Moldova,MDA,228.27,255,-9,114.33,2013-02-14
138,Syria,SYR,223.2,237,-2,95.37,2013-02-14
139,Grenada,GRN,221.91,222,0,110.88,2013-02-14
140,Chad,CHA,221.29,212,1,131.58,2013-02-14
141,Thailand,THA,219.71,228,-3,96.39,2013-02-14
142,Kazakhstan,KAZ,215.64,200,0,104.25,2013-02-14
143,Tahiti,TAH,214.69,215,-3,177.08,2013-02-14
144,Barbados,BRB,187.86,197,-1,143.26,2013-02-14
145,Gambia,GAM,187.02,197,-2,60.2,2013-02-14
145,Nicaragua,NCA,186.96,192,0,108.93,2013-02-14
147,Philippines,PHI,176.46,176,0,110.76,2013-02-14
148,Luxembourg,LUX,173.75,172,0,66.61,2013-02-14
149,Malta,MLT,173.04,178,-3,109.13,2013-02-14
150,St Lucia,LCA,168.37,168,-1,141.24,2013-02-14
151,Solomon Islands,SOL,165.52,166,-1,128.21,2013-02-14
152,Aruba,ARU,162.71,163,-1,104.98,2013-02-14
153,Palestine,PLE,159.98,154,-1,94.85,2013-02-14
154,Liechtenstein,LIE,153.46,146,0,18.75,2013-02-14
155,Faroe Islands,FRO,151.31,151,-2,0,2013-02-14
156,Hong Kong,HKG,142.85,111,7,78.96,2013-02-14
157,Bermuda,BER,138.6,139,0,0,2013-02-14
158,Singapore,SIN,133.82,146,-4,61.94,2013-02-14
159,Maldives,MDV,130.22,130,0,84.03,2013-02-14
159,Malaysia,MAS,130.1,134,-1,53.22,2013-02-14
161,Dominica,DMA,123.77,124,0,66,2013-02-14
162,Lesotho,LES,121.23,127,-2,57.46,2013-02-14
163,Indonesia,IDN,117.31,145,-7,40.26,2013-02-14
164,Myanmar,MYA,106.55,114,-2,58.48,2013-02-14
165,Yemen,YEM,106.1,106,0,20.84,2013-02-14
166,Vanuatu,VAN,102.46,99,1,63.75,2013-02-14
167,India,IND,98.42,100,-1,30.87,2013-02-14
168,Mauritania,MTN,94.43,3,38,91.85,2013-02-14
169,Bangladesh,BAN,89.81,90,-1,17.2,2013-02-14
170,Pakistan,PAK,88.48,37,19,51.6,2013-02-14
171,Chinese Taipei,TPE,86.76,82,1,26.88,2013-02-14
172,Fiji,FIJ,85,85,-3,42.5,2013-02-14
173,Laos,LAO,83.33,83,-3,34.4,2013-02-14
174,Nepal,NEP,80.18,83,-4,9.56,2013-02-14
175,Samoa,SAM,74.38,74,-2,0,2013-02-14
176,Bahamas,BAH,66,66,-2,0,2013-02-14
176,Guinea-Bissau,GNB,65.74,66,-2,0,2013-02-14
176,Montserrat,MSR,66,66,-2,66,2013-02-14
179,Curaçao,CUW,64.68,65,-2,0,2013-02-14
180,Swaziland,SWZ,62.94,61,-2,34.4,2013-02-14
181,Madagascar,MAD,54.58,55,-2,0,2013-02-14
181,Mongolia,MNG,55.35,55,-2,0,2013-02-14
183,Guam,GUM,53.07,53,-2,33.44,2013-02-14
183,Cambodia,CAM,52.62,50,1,0,2013-02-14
185,Brunei Darussalam,BRU,51.6,52,-3,51.6,2013-02-14
185,Timor-Leste,TLS,51.6,52,-3,51.6,2013-02-14
187,Mauritius,MRI,47.84,13,15,34.4,2013-02-14
188,Tonga,TGA,44.2,44,-3,0,2013-02-14
189,Afghanistan,AFG,39.27,39,-3,0,2013-02-14
189,US Virgin Islands,VIR,39.11,39,-3,0,2013-02-14
191,Papua New Guinea,PNG,38.25,38,-3,21.25,2013-02-14
191,Comoros,COM,37.99,29,3,8.6,2013-02-14
193,Sri Lanka,SRI,36.08,36,-3,0,2013-02-14
194,British Virgin Islands,VGB,34.32,34,-3,26.4,2013-02-14
195,Cayman Islands,CAY,33,33,-3,0,2013-02-14
196,American Samoa,ASA,30.36,30,-3,0,2013-02-14
197,Eritrea,ERI,24.02,24,-2,0,2013-02-14
197,Seychelles,SEY,24.19,24,-2,0,2013-02-14
197,Macau,MAC,24.21,23,0,8.6,2013-02-14
200,Kyrgyz Republic,KGZ,20.23,20,-2,0,2013-02-14
200,South Sudan,SSD,19.78,20,-2,19.78,2013-02-14
202,Cook Islands,COK,15.65,16,-2,0,2013-02-14
203,Somalia,SOM,13.98,14,-2,0,2013-02-14
204,Andorra,AND,11.38,11,-1,11.38,2013-02-14
204,Djibouti,DJI,10.75,11,-1,0,2013-02-14
206,Anguilla,AIA,4.4,4,-1,0,2013-02-14
207,Bhutan,BHU,0,0,0,0,2013-02-14
207,San Marino,SMR,0,0,0,0,2013-02-14
207,Turks and Caicos Islands,TCA,0,0,0,0,2013-02-14
1,Spain,ESP,1609.65,1590,0,836.35,2013-03-14
2,Germany,GER,1472.81,1437,0,805.07,2013-03-14
3,Argentina,ARG,1308.53,1281,0,732.94,2013-03-14
4,England,ENG,1173.7,1160,0,600.77,2013-03-14
5,Italy,ITA,1173.16,1157,0,647.36,2013-03-14
6,Colombia,COL,1159.03,1129,0,771.01,2013-03-14
7,Portugal,POR,1133.05,1129,-1,564.38,2013-03-14
8,Netherlands,NED,1105.56,1108,0,398.62,2013-03-14
9,Croatia,CRO,1080.38,1059,0,567.65,2013-03-14
10,Russia,RUS,1063.65,1055,0,584.48,2013-03-14
11,Ecuador,ECU,1037.03,999,1,721.75,2013-03-14
12,Greece,GRE,1032.81,1020,-1,532.65,2013-03-14
13,Côte d'Ivoire,CIV,1022.48,999,-1,531.41,2013-03-14
14,Switzerland,SUI,1019.32,993,0,575.91,2013-03-14
15,Mexico,MEX,995.03,968,0,553.46,2013-03-14
16,Uruguay,URU,949.76,950,0,288.55,2013-03-14
17,France,FRA,920.79,929,0,438.86,2013-03-14
18,Brazil,BRA,907.75,924,0,299.44,2013-03-14
19,Belgium,BEL,892.03,864,1,573.5,2013-03-14
20,Ghana,GHA,883.18,865,-1,444.73,2013-03-14
21,Sweden,SWE,849.46,863,0,383.87,2013-03-14
22,Chile,CHI,828.58,815,1,340.65,2013-03-14
23,Bosnia and Herzegovina,BIH,824.77,814,1,420.05,2013-03-14
24,Mali,MLI,815.41,813,1,508.91,2013-03-14
25,Denmark,DEN,813.68,825,-3,292.14,2013-03-14
26,Japan,JPN,811.26,779,2,432.61,2013-03-14
27,Czech Republic,CZE,809.34,797,-1,434.73,2013-03-14
28,Montenegro,MNE,790.05,756,1,473.5,2013-03-14
29,Norway,NOR,783.9,780,-2,353.56,2013-03-14
30,Nigeria,NGA,775,747,0,509.67,2013-03-14
31,Romania,ROU,767.69,744,0,486.45,2013-03-14
32,Hungary,HUN,751.9,728,1,420.31,2013-03-14
33,USA,USA,732.77,736,-1,348.32,2013-03-14
34,Algeria,ALG,722.21,725,0,362.76,2013-03-14
35,Serbia,SRB,657.49,668,1,246.3,2013-03-14
36,Zambia,ZAM,642.91,591,11,322.97,2013-03-14
37,Bolivia,BOL,640.68,607,7,503.91,2013-03-14
38,Paraguay,PAR,640.41,681,-3,255.94,2013-03-14
39,Australia,AUS,633.93,649,-2,191.91,2013-03-14
40,Republic of Ireland,IRL,626.54,634,-1,202.23,2013-03-14
41,Peru,PER,623.89,634,-2,256.3,2013-03-14
41,Panama,PAN,623.98,612,1,348.23,2013-03-14
43,Venezuela,VEN,622.47,599,2,320.57,2013-03-14
44,Tunisia,TUN,618.6,612,-2,332.25,2013-03-14
45,Turkey,TUR,616.42,616,-4,265.59,2013-03-14
46,Bulgaria,BUL,615.38,590,2,413.31,2013-03-14
47,Korea Republic,KOR,601.26,643,-9,219.09,2013-03-14
48,Ukraine,UKR,598.05,597,-2,325.33,2013-03-14
49,Honduras,HON,592.31,581,2,329.01,2013-03-14
50,Burkina Faso,BFA,587.83,571,5,360.48,2013-03-14
51,Haiti,HAI,584.23,584,-1,345.4,2013-03-14
52,Central African Republic,CTA,581.08,581,-1,442.54,2013-03-14
53,Costa Rica,CRC,576.76,577,0,326.1,2013-03-14
54,Jamaica,JAM,575.63,570,2,295.95,2013-03-14
55,Slovakia,SVK,573.85,589,-6,197.5,2013-03-14
56,Slovenia,SVN,566.55,573,-2,166.31,2013-03-14
57,IR Iran,IRN,539.8,543,1,255.35,2013-03-14
57,Cape Verde Islands,CPV,539.66,512,6,264.76,2013-03-14
59,Uzbekistan,UZB,536.34,557,-2,287.89,2013-03-14
60,South Africa,RSA,530.53,525,0,254.68,2013-03-14
61,Poland,POL,529.17,528,-2,296.35,2013-03-14
62,Belarus,BLR,524.37,503,3,261.31,2013-03-14
63,Sierra Leone,SLE,516.64,517,-2,303.47,2013-03-14
64,Albania,ALB,509.83,489,7,294.77,2013-03-14
65,Libya,LBY,506.99,514,-3,229.33,2013-03-14
66,Scotland,SCO,500.8,511,-2,207.82,2013-03-14
67,Togo,TOG,500.26,494,0,327.54,2013-03-14
68,Canada,CAN,496.42,485,4,265.5,2013-03-14
69,Trinidad and Tobago,TRI,494.15,466,8,291.94,2013-03-14
69,Georgia,GEO,493.86,491,0,254.98,2013-03-14
71,Wales,WAL,491.42,493,-3,210.86,2013-03-14
72,Guinea,GUI,488.58,482,1,239.2,2013-03-14
73,FYR Macedonia,MKD,486.54,465,5,327.25,2013-03-14
74,Israel,ISR,485.07,495,-8,180.28,2013-03-14
75,Egypt,EGY,478.05,490,-5,205.07,2013-03-14
75,Gabon,GAB,478.15,478,0,174.81,2013-03-14
77,Morocco,MAR,475.45,481,-3,215.63,2013-03-14
78,Cuba,CUB,457.81,399,9,317.35,2013-03-14
79,Austria,AUT,453.25,470,-3,204.75,2013-03-14
79,Cameroon,CMR,452.51,464,0,210.83,2013-03-14
81,Congo DR,COD,436.65,400,5,305.16,2013-03-14
82,Senegal,SEN,433.79,426,0,192.78,2013-03-14
83,El Salvador,SLV,431.77,434,-2,155.14,2013-03-14
84,Armenia,ARM,431.43,462,-4,116.19,2013-03-14
85,Uganda,UGA,427.14,424,-1,245.07,2013-03-14
86,Benin,BEN,423.72,384,7,293.26,2013-03-14
87,Finland,FIN,422.52,414,-2,209.19,2013-03-14
88,New Zealand,NZL,419.19,390,2,279.62,2013-03-14
89,Estonia,EST,408.32,426,-7,107.77,2013-03-14
90,Jordan,JOR,394.35,386,2,173.52,2013-03-14
91,Guatemala,GUA,392.98,394,-3,195.93,2013-03-14
92,Iceland,ISL,391.84,370,6,268.33,2013-03-14
93,Niger,NIG,389.4,374,4,242.78,2013-03-14
94,Iraq,IRQ,386.72,392,-5,156.14,2013-03-14
95,Angola,ANG,380.92,381,-1,174,2013-03-14
96,Dominican Republic,DOM,378.04,378,-1,251.43,2013-03-14
97,Northern Ireland,NIR,366.86,354,5,157.43,2013-03-14
98,Qatar,QAT,364.5,357,3,174.41,2013-03-14
98,United Arab Emirates,UAE,364.43,364,1,225.27,2013-03-14
100,Zimbabwe,ZIM,360.75,359,0,215.32,2013-03-14
101,Congo,CGO,357.69,388,-10,217.29,2013-03-14
102,Korea DPR,PRK,340.59,354,0,186.37,2013-03-14
103,New Caledonia,NCL,335.59,336,3,282.63,2013-03-14
104,Equatorial Guinea,EQG,334.52,335,3,185.76,2013-03-14
105,Oman,OMA,329.06,338,0,156.29,2013-03-14
106,Saudi Arabia,KSA,327.37,328,2,137.05,2013-03-14
107,Mozambique,MOZ,321.25,310,5,164.26,2013-03-14
108,Latvia,LVA,318.51,325,1,96.56,2013-03-14
109,China PR,CHN,314.85,375,-13,62.39,2013-03-14
110,Suriname,SUR,311.07,311,0,191.4,2013-03-14
111,Malawi,MWI,310.25,304,2,136.13,2013-03-14
112,Ethiopia,ETH,307.46,303,2,199.98,2013-03-14
113,Kuwait,KUW,294.04,311,-3,108.42,2013-03-14
114,Antigua and Barbuda,ATG,288.08,293,2,113.56,2013-03-14
115,Lithuania,LTU,287.28,287,2,99.28,2013-03-14
116,Azerbaijan,AZE,285.58,283,2,129.49,2013-03-14
117,Bahrain,BHR,270.57,280,2,96.97,2013-03-14
118,Liberia,LBR,265.07,280,1,141.64,2013-03-14
119,St Vincent and the Grenadines,VIN,262.89,266,6,169.4,2013-03-14
119,Tanzania,TAN,262.58,258,8,154.84,2013-03-14
121,Namibia,NAM,261.19,268,2,146.99,2013-03-14
122,Botswana,BOT,260.46,254,6,81.84,2013-03-14
123,Puerto Rico,PUR,257.18,248,6,139.48,2013-03-14
124,Burundi,BDI,253.04,301,-9,133.87,2013-03-14
125,Guyana,GUY,247.92,267,-1,73.28,2013-03-14
126,Kenya,KEN,246.82,264,0,119.21,2013-03-14
127,Sudan,SDN,241.12,343,-23,104.66,2013-03-14
127,Sudan,SDN,241.12,343,-23,104.66,2013-03-14
128,Belize,BLZ,240.25,240,4,122.32,2013-03-14
129,Vietnam,VIE,238.78,239,5,66.09,2013-03-14
130,Lebanon,LIB,234.34,241,1,104.2,2013-03-14
131,Moldova,MDA,231.68,228,6,112,2013-03-14
132,Rwanda,RWA,227.91,246,-2,92.59,2013-03-14
133,Cyprus,CYP,224.81,232,2,87.86,2013-03-14
134,Syria,SYR,221.67,223,4,95.37,2013-03-14
135,Grenada,GRN,219.97,222,4,110.88,2013-03-14
135,Thailand,THA,220.11,220,6,102.18,2013-03-14
137,St Kitts and Nevis,SKN,219.48,271,-15,66,2013-03-14
138,Tahiti,TAH,214.69,215,5,177.08,2013-03-14
139,Kazakhstan,KAZ,212.45,216,3,101.14,2013-03-14
140,Turkmenistan,TKM,207.2,275,-19,121.26,2013-03-14
141,Afghanistan,AFG,189.77,39,48,150.5,2013-03-14
142,Barbados,BRB,187.86,188,2,143.26,2013-03-14
143,India,IND,177.26,98,24,119.22,2013-03-14
144,Gambia,GAM,176.25,187,1,60.2,2013-03-14
145,Philippines,PHI,172.94,176,2,95.36,2013-03-14
146,St Lucia,LCA,168.37,168,4,141.24,2013-03-14
147,Solomon Islands,SOL,165.52,166,4,128.21,2013-03-14
147,Malta,MLT,165.64,173,2,92.14,2013-03-14
149,Aruba,ARU,162.71,163,3,104.98,2013-03-14
150,Palestine,PLE,160.71,160,3,86,2013-03-14
151,Luxembourg,LUX,157.47,174,-3,37.81,2013-03-14
152,Tajikistan,TJK,153.51,240,-20,55.73,2013-03-14
153,Faroe Islands,FRO,151.31,151,2,0,2013-03-14
154,Nicaragua,NCA,149.51,187,-9,60.63,2013-03-14
155,Myanmar,MYA,146.68,107,9,106.57,2013-03-14
156,São Tomé e Príncipe,STP,144.05,232,-21,0,2013-03-14
157,Liechtenstein,LIE,142.75,153,-3,21.43,2013-03-14
157,Bangladesh,BAN,143.15,90,12,81.7,2013-03-14
159,Hong Kong,HKG,140.67,143,-3,73.96,2013-03-14
160,Bermuda,BER,138.6,139,-3,0,2013-03-14
161,Maldives,MDV,135.96,130,-2,87.55,2013-03-14
162,Chad,CHA,132.74,221,-22,0,2013-03-14
162,Singapore,SIN,132.95,134,-4,64.25,2013-03-14
164,Malaysia,MAS,128.73,130,-5,53.86,2013-03-14
165,Dominica,DMA,123.77,124,-4,66,2013-03-14
166,Lesotho,LES,121.23,121,-4,57.46,2013-03-14
166,Indonesia,IDN,120.92,117,-3,44.29,2013-03-14
168,Laos,LAO,118.16,83,5,73.46,2013-03-14
169,Vanuatu,VAN,102.46,102,-3,63.75,2013-03-14
170,Yemen,YEM,101.44,106,-5,20.84,2013-03-14
171,Pakistan,PAK,97.08,88,-1,60.2,2013-03-14
172,Mauritania,MTN,94.43,94,-4,91.85,2013-03-14
173,Sri Lanka,SRI,92.2,36,20,64.5,2013-03-14
174,Chinese Taipei,TPE,88.57,87,-3,32.25,2013-03-14
175,Fiji,FIJ,85,85,-3,42.5,2013-03-14
175,Nepal,NEP,85.07,80,-1,24.19,2013-03-14
177,Samoa,SAM,74.38,74,-2,0,2013-03-14
178,Mongolia,MNG,71.75,55,3,21.5,2013-03-14
179,Guam,GUM,66.49,53,4,51.96,2013-03-14
179,Montserrat,MSR,66,66,-3,66,2013-03-14
179,Bahamas,BAH,66,66,-3,0,2013-03-14
182,Curaçao,CUW,64.68,65,-3,0,2013-03-14
183,Swaziland,SWZ,62.94,63,-3,34.4,2013-03-14
183,Guinea-Bissau,GNB,63.03,66,-7,0,2013-03-14
185,Cambodia,CAM,57.99,53,-2,0,2013-03-14
186,Brunei Darussalam,BRU,51.6,52,-1,51.6,2013-03-14
186,Timor-Leste,TLS,51.6,52,-1,51.6,2013-03-14
188,Madagascar,MAD,48.72,55,-7,0,2013-03-14
189,Mauritius,MRI,47.84,48,-2,34.4,2013-03-14
190,Tonga,TGA,44.2,44,-2,0,2013-03-14
191,US Virgin Islands,VIR,39.11,39,-2,0,2013-03-14
192,Comoros,COM,37.99,38,-1,8.6,2013-03-14
192,Papua New Guinea,PNG,38.25,38,-1,21.25,2013-03-14
194,British Virgin Islands,VGB,34.32,34,0,26.4,2013-03-14
195,Cayman Islands,CAY,33,33,0,0,2013-03-14
196,American Samoa,ASA,30.36,30,0,0,2013-03-14
197,Eritrea,ERI,24.02,24,0,0,2013-03-14
198,Macau,MAC,22.01,24,-1,8.6,2013-03-14
198,Seychelles,SEY,21.5,24,-1,0,2013-03-14
200,South Sudan,SSD,19.78,20,0,19.78,2013-03-14
201,Kyrgyz Republic,KGZ,18.6,20,-1,0,2013-03-14
202,Cook Islands,COK,15.65,16,0,0,2013-03-14
203,Somalia,SOM,13.98,14,0,0,2013-03-14
204,Andorra,AND,11.38,11,0,11.38,2013-03-14
204,Djibouti,DJI,10.75,11,0,0,2013-03-14
206,Anguilla,AIA,4.4,4,0,0,2013-03-14
207,Bhutan,BHU,0,0,0,0,2013-03-14
207,San Marino,SMR,0,0,0,0,2013-03-14
207,Turks and Caicos Islands,TCA,0,0,0,0,2013-03-14
1,Spain,ESP,1538.11,1610,0,835.36,2013-04-11
2,Germany,GER,1428.16,1473,0,761.63,2013-04-11
3,Argentina,ARG,1292.37,1309,0,742.1,2013-04-11
4,Croatia,CRO,1190.81,1080,5,649.93,2013-04-11
5,Portugal,POR,1162.63,1133,2,552.9,2013-04-11
6,Colombia,COL,1154.18,1159,0,739.06,2013-04-11
7,England,ENG,1134.68,1174,-3,574.33,2013-04-11
8,Italy,ITA,1117.49,1173,-3,602.66,2013-04-11
9,Netherlands,NED,1093.16,1106,-1,485.47,2013-04-11
10,Ecuador,ECU,1056.43,1037,1,731.89,2013-04-11
11,Russia,RUS,1051.67,1064,-1,553.52,2013-04-11
12,Côte d'Ivoire,CIV,1008.15,1022,1,517.23,2013-04-11
13,Greece,GRE,986.14,1033,-1,494.61,2013-04-11
14,Mexico,MEX,970.61,995,1,524.36,2013-04-11
15,Switzerland,SUI,967.01,1019,-1,535.07,2013-04-11
16,Belgium,BEL,953.16,892,3,642.41,2013-04-11
17,Uruguay,URU,931.88,950,-1,274.21,2013-04-11
18,France,FRA,913.94,921,-1,445.41,2013-04-11
19,Brazil,BRA,909.36,908,-1,297.92,2013-04-11
20,Denmark,DEN,899.74,814,5,365.36,2013-04-11
21,Bosnia and Herzegovina,BIH,895.91,825,2,519.05,2013-04-11
22,Ghana,GHA,874.44,883,-2,446.37,2013-04-11
23,Chile,CHI,870.13,829,-1,382.29,2013-04-11
24,Sweden,SWE,838.45,849,-3,367.96,2013-04-11
25,Czech Republic,CZE,829.21,809,2,434.77,2013-04-11
26,Mali,MLI,825.63,815,-2,502.51,2013-04-11
27,Montenegro,MNE,789.32,790,1,481.06,2013-04-11
28,USA,USA,779.25,733,5,393.69,2013-04-11
29,Japan,JPN,772.56,811,-3,392.56,2013-04-11
30,Norway,NOR,759.69,784,-1,324.78,2013-04-11
31,Nigeria,NGA,756.56,775,-1,487.76,2013-04-11
32,Peru,PER,752.24,624,9,376.97,2013-04-11
33,Hungary,HUN,748.99,752,-1,417.25,2013-04-11
34,Romania,ROU,745.7,768,-3,436.19,2013-04-11
35,Algeria,ALG,735.21,722,-1,393.81,2013-04-11
36,Venezuela,VEN,707.51,622,7,401.95,2013-04-11
37,Ukraine,UKR,674.53,598,11,390.29,2013-04-11
38,Panama,PAN,662.71,624,3,382.75,2013-04-11
39,Republic of Ireland,IRL,662,627,1,228.81,2013-04-11
40,Serbia,SRB,658.65,657,-5,289,2013-04-11
41,Tunisia,TUN,647.31,619,3,366.71,2013-04-11
42,Korea Republic,KOR,643.65,601,5,267.84,2013-04-11
43,Paraguay,PAR,643.1,640,-5,251.23,2013-04-11
44,Turkey,TUR,634.03,616,1,285.88,2013-04-11
45,Zambia,ZAM,632.02,643,-9,306.39,2013-04-11
46,Australia,AUS,624.45,634,-7,192.79,2013-04-11
47,Costa Rica,CRC,606.43,577,6,352.89,2013-04-11
48,Albania,ALB,596.14,510,16,393.54,2013-04-11
49,Wales,WAL,588.54,491,22,275.67,2013-04-11
50,Burkina Faso,BFA,586.79,588,0,381.09,2013-04-11
51,Bulgaria,BUL,582.6,615,-5,414.15,2013-04-11
52,Honduras,HON,580.96,592,-3,314.24,2013-04-11
53,Jamaica,JAM,564.14,576,1,290.93,2013-04-11
54,Slovakia,SVK,562.62,574,1,197.18,2013-04-11
55,Slovenia,SVN,560.41,567,1,147.83,2013-04-11
56,IR Iran,IRN,538.18,540,1,250.48,2013-04-11
57,Bolivia,BOL,536.82,641,-20,411.25,2013-04-11
58,Israel,ISR,536.14,485,16,261.59,2013-04-11
59,Equatorial Guinea,EQG,535.15,335,45,370.23,2013-04-11
60,Cameroon,CMR,533.4,453,19,275.53,2013-04-11
61,Haiti,HAI,532.25,584,-10,287.83,2013-04-11
62,South Africa,RSA,529.6,531,-2,282.51,2013-04-11
63,Poland,POL,528.7,529,-2,282.75,2013-04-11
64,Central African Republic,CTA,527.79,581,-12,379.32,2013-04-11
65,Libya,LBY,523.67,507,0,225.91,2013-04-11
66,Uzbekistan,UZB,521.34,536,-7,277.53,2013-04-11
67,Sierra Leone,SLE,516.96,517,-4,269.75,2013-04-11
68,Egypt,EGY,511.52,478,7,222.65,2013-04-11
69,Belarus,BLR,502.2,524,-7,246.27,2013-04-11
70,Guinea,GUI,479.97,489,2,234.3,2013-04-11
71,Austria,AUT,472.01,453,8,241.3,2013-04-11
72,Togo,TOG,470.33,500,-5,305.7,2013-04-11
